query,is_destination,search_pv,top1_prod_nm,top1_prod_mid,top1_profit,top1_ctr,top2_prod_nm,top2_prod_mid,top2_profit,top2_ctr
景福宮 韓服,False,123,首爾景福宮韓服租借體驗｜西花韓服,11731,10,40.0,韓國首爾｜景福宮一日韓服租借體驗｜Oneday Hanbok,2612,7,27.27
金色大廳,False,123,維也納金色大廳莫札特音樂會門票|奧地利,11018,41,83.33,,,,
遠東,False,122,【國旅卡適用】台北遠東香格里拉大飯店｜遠東 CAFÉ｜自助餐,23507,9,44.44,,,,
arte,False,122,釜山藝術博物館優惠門票,184194,2,42.86,,,,
亂,False,122,首爾NANTA亂打秀門票｜明洞・弘大,2358,34,72.73,,,,
跳島,False,122,澎湖南方四島一日體驗｜ 絕美藍洞 & 獨家龍蝦洞 & 浪漫七美 &  雙心石滬 & 海上賞燕鷗｜得意遊艇公司跳島探索,23914,24,19.23,,,,
宮崎出發,False,121,【1人成團】九州高千穗一日遊｜可選高千穗峽谷遊船&高千穗小火車&阿蘇山&草千里（熊本出發）,285725,8,0.0,,,,
大陸網路,False,121,【超人氣熱銷 50% OFF】中國大陸 5G/4G eSIM｜三大電信任選・信號覆蓋最廣・免翻牆｜1–30天超多方案｜支援 ChatGPT,547059,11,65.45,,,,
安平運河,False,121,台南安平運河遊船｜KKday 獨享市場最低價船票・遊船導覽,129253,41,84.29,,,,
Rapit,False,121,大阪關西機場 KIX 南海電鐵機場快線 Rapi:t 電子車票,19691,8,82.98,,,,
左鎮,False,121,台南左鎮化石博物館門票,105043,3,70.0,,,,
一鍵安裝,False,120,【50% OFF】日本 eSIM 無限流量 Rakuten / KDDI / Docomo,121004,2,14.71,,,,
蒂卡波,False,119,【中英文導遊】暗夜計畫特卡波湖火山口觀星體驗 |紐西蘭,250391,20,45.45,,,,
南橫,False,119,南橫公路一日遊 | 埡口雲海＆天池＆中之關步道 | 台南＆高雄出發,102395,58,59.26,,,,
中華電信,False,119,【5折優惠】台灣 每日流量/總量eSIM,162522,6,20.0,【KYC預先登錄 快速領取】台灣SIM卡｜中華電信4G、5G 無限流量上網預付卡｜桃園機場、機場捷運領取｜＋EasyCard 悠遊卡/iPASSCard一卡通,38806,2,42.5
伊香保,False,119,群馬一日遊｜原田農園 四季水果採摘&吹割瀑布&群馬薰衣草伊香保溫泉街丨贈送水果採摘門票（新宿出發）,285107,32,36.36,,,,
Le,False,119,【KKday 獨家優惠】銅鑼灣｜Mr. Steak a la minute ｜自助午餐、自助晚餐｜法國美食節：紅酒鴨肝、布根地紅酒燴牛面頰、法式香草牛油焗田螺、油封鴨腿,279547,41,50.0,灣仔｜六國酒店 Gloucester Luk Kwok Hong Kong｜Le Menu｜華麗盛宴‧自助晚餐｜果漾花語下午茶自助餐｜半自助晚餐｜半自助午餐｜美式自助早餐,121621,11,0.0
敘,False,119,【中國上海】敘宴｜中國古代唐朝沉浸式宮廷盛宴,522115,18,100.0,【國旅卡適用】台北六福萬怡酒店｜敘日全日餐廳｜自助餐,28828,9,28.57
城市商旅,False,119,高鐵假期｜高雄城市商旅真愛館2日｜5/31前出發加碼贈送高雄捷運一日搭乘券,126183,16,16.67,城市商旅南東館,304034,2,50.0
聖家,False,118,西班牙巴塞隆納聖家堂門票快速通關＋語音導覽,9320,1,88.89,,,,
sapa,False,118,越南臥舖火車票｜河內－老街 Lào Cai（沙壩）往返,152771,4,5.56,,,,
Bkk,False,118,【BIG1優惠】泰國機場 BKK 入境 meet and greet 快速接待服務,154909,21,40.0,曼谷素萬那普（BKK）、廊曼機場（DMK）至曼谷市區、芭達雅、華欣、大城等城市 | 機場接送,130539,3,11.76
茹,False,118,台北茹曦酒店｜SUNNY BUFFET｜自助餐,34969,9,77.78,,,,
I ride,False,117,台北 i-Ride TAIPEI 飛行劇院體驗門票,28750,8,48.57,高雄 i-Ride KAOHSIUNG 飛行劇院體驗門票,29872,4,42.31
海上皇宮,False,117,【2026 早鳥優惠】 澎湖｜海洋牧場・鮮蚵炭烤｜澎湖海上牧場垂釣樂（海上皇宮/和慶半潛艇)｜持憑證享水族館門票第2張半價｜附贈媽宮黑糖糕糕餅類 85 折優惠,129760,41,60.0,澎湖海洋牧場｜海上皇宮｜澎湖夜釣小管夜釣體驗,2331,9,39.66
丹嫩,False,116,泰國 | 曼谷一日遊: 丹嫩莎朵水上市場 + 美功鐵道市集＋安帕瓦市集賞螢火蟲,1708,25,17.24,曼谷：丹嫩沙多水上市場與美功鐵道市場一日遊 | 泰國,287411,7,20.0
飛行劇院,False,116,台北 i-Ride TAIPEI 飛行劇院體驗門票,28750,15,54.76,高雄 i-Ride KAOHSIUNG 飛行劇院體驗門票,29872,4,48.57
前田屋,False,116,福岡縣博多| 海鮮Hakata Motsu-nabe Maedaya（博多牛雜鍋前田屋 博多店）|僅座位預訂,215540,13,63.27,福岡縣博多| 海鮮Hakata Motsu-nabe Maedaya（博多牛雜鍋 前田屋總本店）|僅座位預訂,215333,4,56.67
日川時計店,False,115,富士山六景熱門打卡拍照一日遊｜淺間公園&日川時計店&忍野八海&河口湖大石公園&羅森便利商店&山中湖餵天鵝（中英韓文服務）,266389,13,85.71,,,,
Ais,False,115,泰國eSIM卡｜5G 7天15GB/10天30GB高速總量無限｜AIS電信(需實名登錄）,156018,4,75.0,泰國SIM卡｜台灣寄送｜AIS TRUE漫遊資源 吃到飽 / 每日方案,143000,3,38.89
海豚,False,115,九州熊本・天草｜ 天草賞海豚 Sea Cruise 船票,101360,8,10.53,,,,
蔥寶寶,False,115,宜蘭｜蔥寶寶體驗農場｜三星蔥採蔥手作體驗,122910,43,90.32,,,,
九分,False,115,【沿著平溪線去旅行】野柳、平溪十分、九份拼車一日遊,2287,74,46.67,,,,
希爾頓,False,115,【國旅卡適用】台北｜新板希爾頓酒店｜悅市集全日餐廳｜自助餐,23861,5,57.69,【78折優惠】台北新板希爾頓酒店餐券｜逸廊英式下午茶,28454,3,30.0
隅田川花火,False,114,隅田川煙火節遊船煙火觀賞之旅，含晚餐及現場加購飲品，含英語導遊,302202,160,12.5,搭乘遊輪觀賞第49屆隅田川煙火大會【遊輪行程安排】（集合地點，解散地點）,166560,85,37.78
Taiwan pass,False,114,Taiwan PASS 台鐵版｜台鐵＋捷運,284326,5,70.0,,,,
50樓,False,114,【國旅卡適用】台北｜百揚大樓｜MEGA50 50樓Cafe 自助餐廳,34953,26,64.71,,,,
hk,False,114,【55元起 飛速5G超快感】 港澳中國eSIM吃到飽｜免翻牆網卡｜即買即用｜KKday獨家1-100天,160292,2,0.0,,,,
玄品,False,113,日本人氣河豚餐廳 | 河豚料理名店・玄品河豚,11352,27,80.0,,,,
big3,False,113,釜山通行證 VISIT BUSAN PASS,138477,15,60.53,,,,
波特羅特展,False,112,圓潤的魔法 波特羅特展 門票,579180,23,69.33,,,,
渡嘉敷島,False,112,沖繩一日遊 | 渡嘉敷島 阿波連海灘 | 那霸出發,19483,98,52.63,,,,
金字塔,False,112,消失的法老 古夫金字塔 VR 沉浸體驗,549777,8,60.53,,,,
珀尼達島,False,112,印尼峇里島 | 探索珀尼達島之美：包團一日遊（可選浮潛）,134603,10,29.41,,,,
朝日,False,112,綠島朝日溫泉門票,103662,1,72.73,,,,
西敏寺,False,112,西敏寺門票 | 英國,530805,44,71.43,,,,
咩咩,False,112,嘉義咩咩上樹萌寵樂園門票,159982,18,85.0,,,,
Skm,False,111,高雄 Kuroro 星際樂園 SKM Park 店｜遊戲愛樂園｜來自日本最受歡迎兒童遊樂園,127664,5,9.09,高雄｜奧斯丁夢想樂園草衙 SKM PARK 店門票｜即買即用,262364,4,20.0
紙箱王,False,111,台中大坑紙箱王創意園區門票,121622,8,70.59,,,,
名古屋 合掌村,False,111,【1人成團】日本白川鄉合掌村一日遊｜可選直達展望台＋飛驒高山老街巡禮｜名古屋出發,526215,72,39.39,名古屋一日遊｜白川鄉合掌村＆飛驒高山老街,17716,14,40.0
skt,False,111,【20% OFF｜贈送大創優惠券】韓國網卡｜韓國SKT 4G/LTE無限流量SIM卡+010電話號碼(韓國機場領取),7423,2,27.27,【20% OFF｜贈送大創優惠券】韓國網卡 | SKT原生無限4G LTE數據+可通話SIM卡 x WOWPASS 或 T-Money | 桃園機場領取,266821,2,15.38
高美濕地,False,111,台中包車半日遊5小時｜1人成行｜審計新村&彩虹眷村&情人風車大道&浪漫高美濕地黃昏｜台中出發｜獨立包車,137280,12,14.29,【1人成團】【行程自由選】高美濕地  交通接駁車直達接送｜彩虹眷村＆宮原眼科＆高美溼地 半日遊｜保證出團 ｜獨家贈送台中鳳梨酥｜台中市出發,24876,8,51.61
鳩之澤溫泉,True,111,宜蘭太平山國家森林遊樂區門票,100467,1,0.0,,,,
薄荷,False,111,菲律賓 | 宿霧市區—薄荷島 OceanJet 高速渡輪船票,9735,6,0.0,,,,
sim實體卡,False,111,【超人氣熱銷 50% OFF】中國大陸 5G/4G eSIM｜三大電信任選・信號覆蓋最廣・免翻牆｜1–30天超多方案｜支援 ChatGPT,547059,17,0.0,,,,
夢蓮湖,False,110,從坎莫爾和班夫眺望夢蓮湖日出和路易斯湖,574730,5,14.81,,,,
環球VIP,False,110,日本環球影城 VIP 體驗私人行程｜日本大阪,151948,429,71.79,日本環球影城門票 & 快速通關券 USJ,18618,6,25.32
美功鐵道,False,110,曼谷水上市場一日遊,152911,20,17.39,曼谷：丹嫩沙多水上市場與美功鐵道市場一日遊 | 泰國,287411,2,38.71
凱旋門,False,110,凱旋門屋頂門票,117092,4,72.73,,,,
banff,False,110,從坎莫爾/班夫出發，前往夢蓮湖欣賞日落和星空之旅,574750,4,7.69,,,,
科工館,True,110,高雄科工館｜國立科學工藝博物館門票．特展套票,118150,3,80.0,,,,
原生sim卡,False,110,【買一送一】日本SIM卡｜台灣寄送｜每日/吃到飽方案｜Softbank電信原生資源,158340,6,55.56,,,,
赤崁樓,False,110,台南赤崁樓門票,104780,2,57.78,,,,
360,False,109,香港昂坪360纜車門票,4360,8,66.67,,,,
企鵝,False,109,長隆企鵝酒店,526903,16,14.29,,,,
Safari world,False,109,曼谷野生動物園Safari World門票,9793,10,42.11,,,,
長隆海洋,False,109,長隆企鵝酒店,526903,7,29.41,,,,
澀谷Sky,False,109,澀谷SHIBUYA SKY展望台門票,133300,1,85.71,,,,
orange,False,109,歐洲網卡｜歐洲通用Orange 上網+通話eSIM,146176,9,34.78,埃及eSIM｜5G網路 1-30天高速eSIM｜支援ChatGPT、TikTok,547707,5,12.5
潮港城,False,109,台中｜潮港城 太陽百匯｜吃到飽,245669,25,80.0,,,,
圓潤的魔法,False,108,圓潤的魔法 波特羅特展 門票,579180,23,81.16,,,,
SIm,False,108,【買一送一】日本SIM卡｜台灣寄送｜每日/吃到飽方案｜Softbank電信原生資源,158340,3,100.0,【優惠5折】日本網卡｜吃到飽、每日高速流量方案｜台灣寄送,143825,2,0.0
Big 5,False,108,釜山通行證 VISIT BUSAN PASS,138477,77,85.45,,,,
滑索,False,108,【泰國】清邁天際線探險叢林飛索體驗,1665,4,33.33,,,,
溪和,False,108,宜蘭溪和水產觀光工廠門票,127208,1,100.0,,,,
JR Pass,False,108,【日本 JR PASS】關西廣域鐵路周遊券（韓國、馬來西亞、越南、菲律賓郵寄）,20317,15,16.67,JR 山陽＆山陰地區鐵路周遊 7 日券,20315,15,0.0
神話世界,False,107,神話世界主題樂園門票,18545,18,62.86,,,,
星匯,False,107,澳門新濠影滙「星滙餐廳Spotlight」自助餐｜Studio City,19803,152,87.8,,,,
dtac,False,107,泰國網卡｜dtac 5G 7/10/15日 無限流量 eSIM,136927,4,75.0,,,,
小琉球 船票,False,107,屏東東港- 小琉球來回船票｜泰富航運,100243,11,44.19,,,,
成人秀,False,107,泰國芭達雅｜69成人秀（6996）門票｜69 Adult Show Ticket in Pattaya（非泰國籍旅客）,568007,17,50.94,,,,
at&t,False,106,【優惠 7折】美國＆夏威夷 eSIM | AT&T / T-Mobile,120923,5,60.0,,,,
copper,False,106,曼谷 Gaysorn Amarin 的 Copper Beyond 自助餐體驗 |泰國,165518,22,53.13,,,,
水岸,False,106,宜蘭水岸森林物語動物園區門票,172928,13,66.67,,,,
台湾sim,False,106,【指定方案買一送一】台灣遠傳電信 4G/5G 無限流量SIMCard｜提供台灣號碼進行通話/簡訊方案｜支援ChatGPT｜桃園機場領取,151868,3,100.0,,,,
壽喜燒,False,106,愛知縣榮/矢場町| 壽喜燒Hida Gyu Ittouya Bakuro Ichidai（飛騨牛一頭家 馬喰一代 名古屋 栄）|僅座位預訂,230616,1,42.86,,,,
富岡,False,106,蘭嶼來回船票｜台東富岡漁港・墾丁後壁湖出發,21686,9,8.33,,,,
竿燈,False,106,日本東北 3 日遊｜盛岡市內連住・青森睡魔祭 & 秋田竿燈祭體驗 【單人入住一房不加價】,554302,86,13.83,,,,
真理,False,106,泰國芭達雅真理寺門票 Sanctuary of Truth,7313,10,78.95,,,,
一日票,False,105,東京地鐵三日券/二日券/一日券 Tokyo Subway Ticket,5989,4,42.86,,,,
金閣,False,105,【1人成行】京都奈良一日遊｜嵐山＆伏見稻荷大社＆金閣寺＆奈良公園｜可升級黑毛和牛「神戶牛」涮涮鍋午餐方案（大阪、京都出發）,13894,5,28.57,,,,
科博,False,105,台中科博館｜國立自然科學博物館門票,115117,2,84.62,,,,
野森動物學校,False,105,高雄野森動物學校門票,570724,25,83.02,,,,
採草莓,False,105,【含 1 人成團方案】富士賞櫻採果一日遊｜富士五合目芝櫻祭＆山梨富士水果公園採草莓｜東京新宿出發,155293,27,14.29,滋賀草莓採收及琵琶湖午餐一日巴士遊,561640,9,50.0
富士野生,False,105,【KKday獨家～親子旅客限定！】富士山親子一日遊｜富士野生動物園FUJI SAFARI PARK叢林巴士＆忍野八海＆河口湖大石公園｜東京新宿出發【含 1 人成團方案】,528834,6,62.5,,,,
海逸君綽,False,104,北角｜港島海逸君綽酒店｜ Le 188°餐廳及酒廊｜浪漫巴黎下午茶,104409,6,0.0,,,,
叢林,False,104,【泰國】清邁天際線探險叢林飛索體驗,1665,3,41.67,,,,
五稜,False,104,日本．北海道｜五稜郭塔展望台 GORYOKAKU TOWER 門票,35815,2,71.43,,,,
昌德宮,False,103,首爾昌德宮｜韓服男 Hanboknam 韓服租借體驗,136298,7,19.05,,,,
長隆海洋王國,False,103,長隆企鵝酒店,526903,120,31.25,中國珠海長隆海洋王國門票｜獨家優惠送AIRSIM無國界上網卡,10577,9,26.47
花季,False,103,高雄崗山頭溫泉｜花季度假飯店｜大眾湯・湯屋券,101404,9,57.14,,,,
巴杜爾火山,False,103,峇里島四驅吉普車日出體驗｜巴杜爾火山｜可加選景點（ATV 越野車、泛舟、叢林鞦韆、溫泉、咖啡廳等）,38377,15,58.82,巴杜爾山日出吉普車、黑色熔岩和 AKASA Kintamani 咖啡館 |峇里島,546868,12,22.73
瓦納卡,False,103,紐西蘭瓦納卡 | 高空跳傘體驗,19486,97,53.85,,,,
Luge,False,103,釜山斜坡滑車門票,152412,22,72.0,,,,
青之,False,103,【拍照張數無限制！】沖繩青之洞窟・青洞・藍洞浮潛 ｜okinawa blue｜不會游泳者及小朋友都能輕鬆體驗,127784,16,80.0,日本・沖繩｜輕鬆坐船去青洞浮潛・體驗潛水｜全中文服務｜當天無追加費用,20901,14,71.43
芭達雅大象,False,103,泰國｜芭達雅大象叢林保護區體驗營,20126,32,64.29,,,,
皿倉,False,102,九州皿倉山纜車一日遊｜關門大橋&唐戶市場&元乃隅神社&皿倉山纜車（福岡出發）,180965,40,45.45,,,,
富士山芝櫻,False,102,日本東京富士山網紅打卡一日遊｜新倉山淺間公園・忍野八海・河口湖四季花海或富士山芝櫻祭｜東京出發（贈送草餅，可選含午餐方案）,184519,78,51.52,山梨富士山芝櫻祭 預售門票,578342,2,29.63
小琉球接駁,False,102,小琉球接駁｜高雄-東港接駁｜小琉球船票接駁套餐＆船票機車套餐,123288,32,76.36,,,,
達摩寺,False,102,日本京都勝尾寺・嵐山・伏見稻荷大社一日遊｜大阪出發人氣打卡路線,531168,18,11.11,,,,
八重山,False,102,【九折優惠】石垣八馬村門票及體驗方案 | 線上購買 | 即時預訂,132531,1,23.08,,,,
手翻書,False,102,釜山獨特紀念品｜甘川洞文化村手翻書製作體驗,20976,2,82.69,,,,
台北故宮,True,102,國立故宮博物院門票｜台北故宮、嘉義故宮南院電子票,18094,8,68.18,,,,
art museum,False,102,釜山藝術博物館優惠門票,184194,2,57.14,,,,
東方泰,False,102,KKday專屬優惠｜台北皇家東方泰泰式養生會館｜忠孝店&榮星店｜鄰近忠孝敦化站,105744,15,75.0,,,,
悅市集,False,101,【國旅卡適用】台北｜新板希爾頓酒店｜悅市集全日餐廳｜自助餐,23861,30,67.16,,,,
東眼,False,101,桃園｜東眼山國家森林遊樂區門票,100557,5,66.67,,,,
故宮博物院,False,101,國立故宮博物院門票｜台北故宮、嘉義故宮南院電子票,18094,10,50.0,,,,
london,False,101,英國倫敦｜華納兄弟哈利波特影城門票（含接駁巴士）｜倫敦出發,4979,203,23.53,Go City｜英國倫敦旅遊景點通行證 London Explorer Pass,123039,42,7.41
Vr,False,101,消失的法老 古夫金字塔 VR 沉浸體驗,549777,11,80.77,,,,
uni beach,False,101,IB [沖繩/宮古島] 搭乘遊船前往 [Uni Beach]，體驗 1 億像素無人機空拍！從碼頭出發，途經伊良部大橋，享受一段短暫的巡航之旅。免費無人機攝影。,551659,27,43.24,,,,
安平古堡,False,100,台南安平古堡門票,104777,4,62.5,台南安平運河遊船｜KKday 獨享市場最低價船票・遊船導覽,129253,3,11.11
美人魚,False,100,芭達雅 3 美人魚咖啡館和餐廳海景日落|預約服務,263410,13,33.33,,,,
